,baseVolume,percentChange,high,low,highestBid,quoteVolume,index
4,8.282908354075018686,-52.15388333,0.0000084199999,0.000002129999999999,0.000004,2128920.479869078377975159,BLO
11,5.849331810428100851,0,0.000089,0.00006401,0.000071992,65999.209796265843890449,THRT
1,4.254884034046712714,-7.40740741,0.00000598,0.000003,0.00000421,1028421.343976319394541463,KYT
8,3909.509428219575426761,-27.16125086,0.0000871,0.000039,0.00008725,68803151.99586495,DAG
6,283.980352876972395239,-2.82131661,0.000173790149060087,0.000149,0.00021103,1776150.204956244834994543,UPP
3,1.851887679073466473,-16.50155675,0.00010599,0.00004,0.00004216,27392.782954001762128114,HUR
14,0.839972849527000057,-37.51562109,0.00004001,0.000022,0.00003034,26815.31398108,LIKE
0,0.15088365000003416,0,0.000845,0.000845,0.00004,178.560532544419124552,TMT
12,0.059999,0,0.119998,0.119998,0.00200002,0.5,PSTOLD
2,0,0,N/A,N/A,0.00001004,0,TEN
5,0,0,N/A,N/A,0.00086874,0,FTM
7,0,0,N/A,N/A,0.000025001,0,MDT
9,0,0,N/A,N/A,0.00001003001,0,AUTO
10,0,0,N/A,N/A,0.021,0,DGX
13,0,0,N/A,N/A,0.000013993,0,TGAME
